,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0126843557977502,0.021322425403829,0.0169546743449431,0.00948431490713994,0.0106764809375083,0.00590382417801386,0.00857973473231907,0.0105932484151974,0.00759176704914908,0.0150126231838426,0.0177907231927492,0.019290121331306,0.00601220058160631,0.012980091968784,0.0151146460433159,0.00798871290264262,0.0146247888791839,0.00654259042372704,0.00676295001519683
B,0.0126843557977502,0,0.00722104390519456,0.00771844742140835,0.0123895884180955,0.00699723908204578,0.0106395369058333,0.00755248071584463,0.0179478352792942,0.00997514836868639,0.00682115594301377,0.00600799854015503,0.00812036266977839,0.0122432699340001,0.00642257442924641,0.00640425473558888,0.012508226307918,0.00722627298888087,0.0115547319344741,0.0121999085376756
C,0.021322425403829,0.00722104390519456,0,0.00859480166727473,0.020635452611768,0.0118742982747847,0.0175339501091976,0.0161039156258606,0.0301246821559325,0.0190416415691781,0.0100679631848438,0.00722685663759811,0.00778319484999765,0.0213912983715847,0.00761971597798705,0.00816355988565408,0.0195917442479771,0.00898393532123192,0.0199227778630136,0.0222008962053713
D,0.0169546743449431,0.00771844742140835,0.00859480166727473,0,0.0147746497689681,0.00900382872596231,0.014010614546497,0.0119077305162475,0.0196838859220296,0.0139527654339954,0.00809504143996878,0.00946240176758021,0.00720673840880393,0.0166070547828653,0.010206407316928,0.00997293160015286,0.0151038514399193,0.00721442374345065,0.0147357481735834,0.0154635941063713
E,0.00948431490713994,0.0123895884180955,0.020635452611768,0.0147746497689681,0,0.011358555913089,0.011260280693441,0.0101927663842375,0.00970137801715308,0.0104216543790911,0.0142153932970879,0.0192174894977861,0.0166972428749808,0.00931307176173288,0.0153806399221831,0.0159976341756858,0.011582191518543,0.014740210605671,0.0093933938350449,0.00863849329903775
F,0.0106764809375083,0.00699723908204578,0.0118742982747847,0.00900382872596231,0.011358555913089,0,0.00906572249882838,0.00613693318325298,0.0169630525405079,0.00616021717132446,0.00551191948589105,0.00895292109914368,0.00870488119412381,0.00990293798905882,0.00745275326784728,0.00759763841048424,0.0126881479809334,0.00651552574110266,0.00856236167602593,0.00983160879635244
G,0.00590382417801386,0.0106395369058333,0.0175339501091976,0.014010614546497,0.011260280693441,0.00906572249882838,0,0.00857647769567039,0.0128998235650982,0.00677166009243802,0.012500903280275,0.0140477869807023,0.0164086140427085,0.00645943469922881,0.0109350411184612,0.0123040829864162,0.00813282348627794,0.0115188922704896,0.00625000459915627,0.00708906426802564
H,0.00857973473231907,0.00755248071584463,0.0161039156258606,0.0119077305162475,0.0101927663842375,0.00613693318325298,0.00857647769567039,0,0.0144256822095931,0.00759412282690032,0.00791554692199622,0.010962919808469,0.0116338918411893,0.00849066355471494,0.00864504325179251,0.00944805871024922,0.0117158252218819,0.00861748189774711,0.00809390217952586,0.0091828717789073
I,0.0105932484151974,0.0179478352792942,0.0301246821559325,0.0196838859220296,0.00970137801715308,0.0169630525405079,0.0128998235650982,0.0144256822095931,0,0.0125324364446527,0.0200200925434643,0.0284234508656584,0.0235317888851098,0.00991172711158272,0.021078931784369,0.0240635546357899,0.00928060893009722,0.0179396643795632,0.00850767222303525,0.00737484671407638
J,0.00759176704914908,0.00997514836868639,0.0190416415691781,0.0139527654339954,0.0104216543790911,0.00616021717132446,0.00677166009243802,0.00759412282690032,0.0125324364446527,0,0.00967417487141429,0.0138959473733431,0.0155686769583353,0.00746932421112482,0.0107780112767518,0.0122900203036126,0.0109081640101712,0.0100191168940552,0.00706475784199982,0.00797021145640094
