,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0132709470030032,0.0215662198748354,0.0183192467195487,0.0102433981586513,0.0128875192135793,0.00729126402846678,0.00982486076829329,0.0112289439800097,0.00850013744457497,0.0164416105359063,0.0187715590656258,0.0200049026703696,0.00646898113848887,0.0142533811183044,0.0165834160001304,0.00837379335350204,0.015825252031459,0.00720735772895674,0.00732126008870057
B,0.0132709470030032,0,0.00713711727270711,0.00740572071921923,0.0128900878873206,0.00738055866809537,0.0117362684639789,0.00791152066518023,0.020864164789232,0.00994331435566681,0.00701641892654283,0.00611701060569975,0.00740577080036323,0.012434060458054,0.00634834202959143,0.00680404551146505,0.0133597783716018,0.00718050558532465,0.0118456879614891,0.0122791257389525
C,0.0215662198748354,0.00713711727270711,0,0.0083547961893033,0.0240913906915577,0.0113227994271687,0.0186619919919727,0.0153435274489269,0.0319585543607768,0.0175211466583202,0.0099171469320201,0.00738949465168909,0.00814497075288225,0.0219133616210405,0.00742869321891607,0.00825456860097737,0.0192700246837077,0.00879558631101945,0.0191534393993435,0.0221620197931487
D,0.0183192467195487,0.00740572071921923,0.0083547961893033,0,0.0154662145215205,0.00910767657128554,0.015164276498136,0.0120030470792417,0.0225612309105489,0.0146226224515688,0.00800650722776381,0.00919018021670708,0.00781186278505235,0.0177487617723922,0.00998724962333673,0.00970095733082123,0.0161316580584209,0.00747260188523404,0.0158853923799749,0.0162770377703231
E,0.0102433981586513,0.0128900878873206,0.0240913906915577,0.0154662145215205,0,0.0114822537753709,0.0124437822867429,0.0110449411639013,0.0109172750924049,0.0102675608466723,0.0132264730607701,0.0199396074782938,0.0179274157793215,0.00832778370368528,0.0168407214494384,0.0172230279078908,0.0110638793385305,0.0149179405313488,0.00967589884009413,0.0085397460611639
F,0.0128875192135793,0.00738055866809537,0.0113227994271687,0.00910767657128554,0.0114822537753709,0,0.00980816992414285,0.00683743636118136,0.0177163380655966,0.00678869501474106,0.00610798213107029,0.00887360190322536,0.00969100994178694,0.0113919966118191,0.00787351570193816,0.00756858266530483,0.0128869819789037,0.00679107067931098,0.0091174022327337,0.0112562585124456
G,0.00729126402846678,0.0117362684639789,0.0186619919919727,0.015164276498136,0.0124437822867429,0.00980816992414285,0,0.00936590344665165,0.0140967239923355,0.00769927773145564,0.0126702530900375,0.0141010525682949,0.016948836856041,0.00639260410100362,0.0120863361829523,0.0132486630682842,0.00827873061027799,0.0122743948743844,0.0070011329476858,0.00716435341239212
H,0.00982486076829329,0.00791152066518023,0.0153435274489269,0.0120030470792417,0.0110449411639013,0.00683743636118136,0.00936590344665165,0,0.017162361009298,0.00771016397149233,0.00795463886105307,0.0106815996497074,0.0121675766967755,0.00940800185519362,0.00891212776893295,0.00966567132663087,0.011466311804156,0.0090325471730425,0.0083589651622275,0.0100551397814606
I,0.0112289439800097,0.020864164789232,0.0319585543607768,0.0225612309105489,0.0109172750924049,0.0177163380655966,0.0140967239923355,0.017162361009298,0,0.0128962073718061,0.0205544699936698,0.0312130894491655,0.0255943935177785,0.0106686816869306,0.0254562197490925,0.0254613874350022,0.0108362355346448,0.0201695289314781,0.00971971715130226,0.00906874972601279
J,0.00850013744457497,0.00994331435566681,0.0175211466583202,0.0146226224515688,0.0102675608466723,0.00678869501474106,0.00769927773145564,0.00771016397149233,0.0128962073718061,0,0.00947903741076883,0.0128426496625928,0.0155765310835552,0.00723341941538379,0.0107366235366535,0.0116447124723822,0.0109121324293283,0.0102270968351884,0.00758255437302454,0.00835589438560854
K,0.0164416105359063,0.00701641892654283,0.0099171469320201,0.00800650722776381,0.0132264730607701,0.00610798213107029,0.0126702530900375,0.00795463886105307,0.0205544699936698,0.00947903741076883,0,0.00740709303152264,0.00860568048902545,0.0146578182429597,0.00780022361189404,0.00787567345377941,0.0159297136082118,0.00758418234311014,0.0130620927408407,0.0144390187821249
L,0.0187715590656258,0.00611701060569975,0.00738949465168909,0.00919018021670708,0.0199396074782938,0.00887360190322536,0.0141010525682949,0.0106815996497074,0.0312130894491655,0.0128426496625928,0.00740709303152264,0,0.00702911841444331,0.0170287731164532,0.00640846955245925,0.00679812454519132,0.0170215740474244,0.00824230327661985,0.0169282610729847,0.0191114015903443
